구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2021년09월28일,1880.60,1644.44,1439.03,944.02
2021년09월29일,1881.53,1645.12,1439.76,944.34
2021년09월30일,1882.12,1645.99,1440.85,945.10
2021년10월01일,1885.66,1648.21,1443.14,946.10
2021년10월02일,1886.37,1649.52,1444.57,947.17
2021년10월03일,1886.54,1650.24,1445.08,947.72
2021년10월04일,1887.18,1651.18,1446.28,947.96
2021년10월05일,1888.63,1652.92,1448.18,948.81
2021년10월06일,1891.84,1656.81,1452.28,949.68
2021년10월07일,1895.49,1661.16,1456.80,951.19
2021년10월08일,1904.09,1667.13,1462.87,953.79
2021년10월09일,1907.68,1673.01,1468.94,957.76
2021년10월10일,1909.44,1676.42,1472.26,959.67
2021년10월11일,1911.16,1680.13,1476.01,961.32
2021년10월12일,1914.22,1685.07,1481.20,963.77
2021년10월13일,1921.65,1693.57,1490.26,968.27
2021년10월14일,1928.23,1700.95,1498.15,972.67
2021년10월15일,1935.00,1709.17,1506.65,978.79
2021년10월16일,1939.86,1716.93,1514.39,987.28
2021년10월17일,1941.97,1720.83,1518.34,991.71
2021년10월18일,1944.88,1725.89,1523.77,996.46
2021년10월19일,1950.35,1732.45,1530.43,1003.18
2021년10월20일,1957.08,1739.15,1537.28,1009.47
2021년10월21일,1961.29,1743.99,1542.25,1015.34
2021년10월22일,1965.56,1748.70,1547.04,1021.58
2021년10월23일,1969.45,1753.22,1551.40,1027.47
2021년10월24일,1972.08,1755.49,1553.43,1029.75
2021년10월25일,1974.34,1758.42,1556.69,1032.49
2021년10월26일,1977.99,1762.66,1560.93,1036.11
2021년10월27일,1984.51,1766.70,1564.79,1039.79
2021년10월28일,1990.71,1770.89,1568.88,1043.92
2021년10월29일,1993.84,1774.44,1572.22,1048.42
2021년10월30일,1998.49,1778.82,1576.42,1053.21
2021년10월31일,2000.68,1780.90,1578.31,1055.53
2021년11월01일,2003.03,1784.53,1582.01,1057.93
2021년11월02일,2005.13,1788.16,1585.36,1061.34
2021년11월03일,2008.60,1791.29,1588.34,1064.60
2021년11월04일,2014.46,1794.95,1591.63,1067.74
2021년11월05일,2017.61,1797.95,1594.42,1071.35
2021년11월06일,2018.98,1801.25,1597.58,1074.77
2021년11월07일,2019.92,1802.96,1598.84,1076.20
2021년11월08일,2021.26,1805.18,1600.87,1077.70
2021년11월09일,2022.37,1807.47,1602.98,1080.61
2021년11월10일,2023.68,1809.12,1604.52,1083.16
2021년11월11일,2023.92,1810.16,1605.64,1084.93
2021년11월12일,1943.95,1767.74,1575.03,1087.55
2021년11월13일,1932.15,1751.17,1562.40,1089.41
2021년11월14일,1926.97,1742.50,1555.81,1090.05
2021년11월15일,1920.72,1724.87,1542.16,1090.98
2021년11월16일,1914.06,1711.92,1531.96,1092.40
2021년11월17일,1909.54,1704.62,1526.24,1094.02
2021년11월18일,1905.72,1699.10,1521.82,1095.20
2021년11월19일,1903.27,1695.39,1518.74,1096.54
2021년11월20일,1902.19,1692.72,1516.50,1097.59
2021년11월21일,1901.40,1691.38,1515.15,1097.81
2021년11월22일,1899.77,1688.88,1513.22,1098.49
2021년11월23일,1898.46,1687.02,1511.62,1099.23
2021년11월24일,1897.32,1685.60,1510.35,1099.82
2021년11월25일,1896.09,1684.46,1509.16,1100.31
2021년11월26일,1894.56,1683.16,1508.23,1100.95
2021년11월27일,1893.14,1681.57,1506.77,1101.52
2021년11월28일,1892.68,1680.79,1505.83,1101.64
2021년11월29일,1891.82,1679.52,1504.95,1101.78
2021년11월30일,1892.07,1678.25,1503.76,1102.03
2021년12월01일,1889.99,1675.88,1501.52,1102.09
2021년12월02일,1888.38,1673.98,1499.73,1102.08
2021년12월03일,1887.32,1672.11,1497.83,1102.20
2021년12월04일,1885.76,1670.22,1495.88,1102.06
2021년12월05일,1885.64,1669.44,1494.93,1101.85
2021년12월06일,1884.99,1667.87,1493.43,1101.70
2021년12월07일,1883.22,1664.87,1489.98,1100.87
2021년12월08일,1881.65,1662.05,1486.87,1100.13
2021년12월09일,1878.97,1659.45,1483.64,1099.27
2021년12월10일,1876.76,1656.65,1480.84,1098.87
2021년12월11일,1875.24,1654.40,1478.23,1098.31
2021년12월12일,1874.48,1653.53,1477.06,1097.97
2021년12월13일,1873.73,1651.59,1475.23,1097.72
2021년12월14일,1872.38,1649.23,1472.46,1096.93
2021년12월15일,1870.76,1646.71,1469.52,1095.90
2021년12월16일,1869.18,1643.44,1466.11,1094.46
2021년12월17일,1868.00,1641.08,1463.39,1093.54
2021년12월18일,1866.80,1639.44,1461.35,1092.73
2021년12월19일,1866.59,1638.75,1460.26,1092.46
2021년12월20일,1865.79,1636.81,1458.47,1091.79
2021년12월21일,1864.53,1634.46,1455.64,1090.98
2021년12월22일,1863.72,1632.31,1453.08,1089.93
2021년12월23일,1862.86,1630.71,1451.15,1089.56
2021년12월24일,1862.83,1629.16,1449.37,1089.43
2021년12월25일,1861.49,1628.10,1447.97,1088.94
2021년12월26일,1861.38,1627.82,1447.53,1088.62
2021년12월27일,1862.00,1627.07,1446.92,1088.28
2021년12월28일,1861.44,1626.06,1445.68,1087.96
2021년12월29일,1861.28,1625.31,1444.70,1087.64
2021년12월30일,1860.68,1624.93,1444.00,1087.67
2021년12월31일,1859.91,1624.47,1443.58,1087.87
2022년01월01일,1859.16,1623.79,1442.42,1087.42
2022년01월02일,1859.40,1623.40,1442.09,1087.19
2022년01월03일,1858.95,1623.03,1441.82,1086.84
2022년01월04일,1858.55,1622.32,1440.91,1086.85
2022년01월05일,1858.76,1621.79,1440.23,1086.69
2022년01월06일,1858.55,1621.22,1439.42,1086.38
2022년01월07일,1859.42,1620.98,1439.13,1086.40
2022년01월08일,1859.79,1621.40,1439.46,1087.08
2022년01월09일,1859.76,1621.30,1439.18,1087.10
2022년01월10일,1860.01,1621.45,1439.54,1087.06
2022년01월11일,1861.18,1621.56,1439.59,1087.22
2022년01월12일,1861.28,1622.04,1439.93,1087.95
2022년01월13일,1862.15,1623.20,1441.22,1088.38
2022년01월14일,1863.09,1624.78,1442.77,1089.60
2022년01월15일,1864.94,1626.33,1444.25,1090.88
2022년01월16일,1865.37,1627.47,1445.13,1091.22
2022년01월17일,1865.80,1629.30,1447.28,1092.62
2022년01월18일,1867.75,1631.44,1449.50,1094.41
2022년01월19일,1869.27,1634.23,1452.22,1096.93
2022년01월20일,1872.99,1637.65,1455.85,1099.66
2022년01월21일,1876.03,1641.46,1459.98,1103.08
2022년01월22일,1878.81,1644.44,1462.91,1106.06
2022년01월23일,1879.40,1645.89,1464.12,1107.17
2022년01월24일,1880.45,1648.45,1466.92,1108.41
2022년01월25일,1883.09,1650.81,1469.52,1111.17
2022년01월26일,1885.18,1653.39,1472.22,1113.39
2022년01월27일,1888.26,1656.26,1475.31,1115.97
2022년01월28일,1890.44,1659.44,1478.31,1118.76
2022년01월29일,1891.93,1662.55,1481.21,1121.64
2022년01월30일,1892.44,1664.47,1483.00,1123.36
2022년01월31일,1893.77,1666.03,1484.35,1124.28
2022년02월01일,1897.50,1667.71,1485.89,1125.33
2022년02월02일,1898.24,1668.81,1487.05,1126.21
2022년02월03일,1899.31,1671.13,1489.71,1128.30
2022년02월04일,1903.52,1674.67,1493.54,1131.39
2022년02월05일,1907.98,1680.26,1499.00,1138.19
2022년02월06일,1909.83,1682.78,1501.32,1140.45
2022년02월07일,1911.83,1686.54,1505.56,1143.72
2022년02월08일,1915.41,1691.81,1511.18,1149.57
2022년02월09일,1923.64,1697.01,1516.69,1154.89
2022년02월10일,1927.57,1700.89,1521.10,1158.86
2022년02월11일,1929.34,1704.32,1524.75,1163.06
2022년02월12일,1931.41,1708.23,1528.91,1166.78
2022년02월13일,1932.67,1710.46,1531.22,1168.71
2022년02월14일,1934.72,1714.12,1535.33,1171.58
2022년02월15일,1938.18,1718.64,1540.24,1175.83
2022년02월16일,1942.47,1722.69,1545.08,1180.25
2022년02월17일,1944.94,1726.09,1549.04,1183.44
2022년02월18일,1948.02,1729.39,1552.79,1186.77
2022년02월19일,1950.32,1732.31,1555.98,1189.85
2022년02월20일,1951.75,1733.84,1557.47,1191.10
2022년02월21일,1953.51,1736.48,1560.65,1193.30
2022년02월22일,1955.69,1739.36,1563.99,1195.74
2022년02월23일,1958.38,1743.05,1568.31,1199.43
2022년02월24일,1960.22,1746.20,1572.03,1202.08
2022년02월25일,1963.42,1750.84,1577.05,1205.59
2022년02월26일,1967.62,1754.75,1581.41,1208.89
2022년02월27일,1968.72,1756.31,1582.87,1210.07
2022년02월28일,1970.54,1758.87,1585.96,1211.75
2022년03월01일,1978.01,1763.32,1590.62,1214.21
2022년03월02일,1980.57,1767.09,1594.81,1216.86
2022년03월03일,1987.10,1774.18,1602.22,1220.89
2022년03월04일,2001.17,1786.04,1615.37,1228.35
2022년03월05일,2013.77,1803.20,1634.99,1240.06
2022년03월06일,2021.93,1812.90,1646.01,1246.39
2022년03월07일,2033.12,1828.34,1665.13,1254.34
2022년03월08일,2070.15,1860.61,1706.45,1274.04
2022년03월09일,2101.67,1892.40,1750.15,1293.64
2022년03월10일,2121.70,1913.73,1781.84,1307.90
2022년03월11일,2152.86,1938.97,1818.45,1326.41
2022년03월12일,2178.73,1965.03,1857.08,1346.39
2022년03월13일,2186.06,1975.36,1872.63,1354.27
2022년03월14일,2199.38,1988.04,1892.42,1365.14
2022년03월15일,2215.11,2000.95,1912.14,1379.04
2022년03월16일,2220.36,2004.23,1917.89,1387.36
2022년03월17일,2220.83,2003.42,1917.35,1392.28
2022년03월18일,2219.27,2002.56,1917.35,1397.91
2022년03월19일,2217.84,2002.13,1917.14,1402.40
2022년03월20일,2217.71,2002.18,1917.39,1403.61
2022년03월21일,2218.15,2002.12,1917.82,1405.24
2022년03월22일,2217.07,2001.84,1917.89,1406.68
2022년03월23일,2217.07,2001.72,1918.25,1408.77
2022년03월24일,2216.29,2001.81,1918.92,1410.77
2022년03월25일,2214.41,2001.92,1919.65,1412.95
2022년03월26일,2212.90,2000.65,1919.15,1415.09
2022년03월27일,2213.04,2000.85,1919.61,1415.57
2022년03월28일,2212.79,2001.15,1920.44,1416.78
2022년03월29일,2214.23,2000.45,1920.32,1418.78
2022년03월30일,2213.16,1999.44,1919.72,1420.21
2022년03월31일,2212.71,1998.39,1918.84,1421.21
2022년04월01일,2211.45,1996.11,1916.89,1422.72
2022년04월02일,2204.68,1994.54,1915.18,1423.37
2022년04월03일,2202.84,1993.97,1914.62,1423.33
2022년04월04일,2202.56,1992.30,1913.19,1423.94
2022년04월05일,2198.40,1990.23,1911.37,1424.51
2022년04월06일,2198.49,1988.81,1910.43,1425.07
2022년04월07일,2196.66,1987.04,1909.18,1425.64
2022년04월08일,2195.60,1984.87,1907.86,1426.28
2022년04월09일,2194.44,1982.90,1906.17,1426.61
2022년04월10일,2193.56,1982.06,1905.50,1426.73
2022년04월11일,2193.61,1980.41,1904.54,1426.81
2022년04월12일,2193.28,1976.94,1902.53,1426.82
2022년04월13일,2192.16,1974.21,1900.84,1426.74
2022년04월14일,2191.00,1972.26,1899.67,1426.77
2022년04월15일,2189.53,1970.42,1899.20,1427.19
2022년04월16일,2188.40,1969.26,1898.83,1427.47
2022년04월17일,2188.20,1968.85,1898.62,1427.35
2022년04월18일,2188.68,1968.37,1899.04,1427.74
2022년04월19일,2188.22,1967.79,1899.54,1427.67
2022년04월20일,2188.36,1967.30,1900.24,1428.07
2022년04월21일,2187.84,1966.82,1900.70,1428.74
2022년04월22일,2188.06,1966.64,1901.65,1429.41
2022년04월23일,2188.18,1966.50,1902.33,1430.17
2022년04월24일,2188.11,1966.66,1902.69,1430.42
2022년04월25일,2189.75,1967.62,1906.16,1430.92
2022년04월26일,2190.88,1968.20,1908.09,1431.65
2022년04월27일,2192.19,1968.74,1909.86,1432.37
2022년04월28일,2192.74,1969.90,1911.81,1432.88
2022년04월29일,2194.31,1971.64,1915.25,1433.83
2022년04월30일,2196.60,1974.77,1920.52,1434.85
2022년05월01일,2158.03,1954.80,1908.76,1436.56
2022년05월02일,2151.88,1944.63,1904.81,1436.32
2022년05월03일,2145.89,1937.99,1903.93,1436.99
2022년05월04일,2144.83,1934.47,1906.66,1439.43
2022년05월05일,2144.06,1932.20,1910.34,1442.57
2022년05월06일,2144.13,1931.69,1914.20,1445.02
2022년05월07일,2146.05,1933.32,1920.01,1448.39
2022년05월08일,2150.45,1935.93,1924.70,1450.59
2022년05월09일,2153.33,1938.49,1931.32,1453.56
2022년05월10일,2164.20,1943.79,1941.46,1458.66
2022년05월11일,2165.94,1946.11,1947.59,1463.02
2022년05월12일,2169.90,1948.69,1953.29,1466.58
2022년05월13일,2173.97,1951.70,1959.24,1470.84
2022년05월14일,2176.16,1954.70,1964.02,1475.82
2022년05월15일,2176.35,1956.42,1966.48,1478.91
2022년05월16일,2177.84,1958.73,1970.51,1481.83
2022년05월17일,2183.42,1963.26,1976.49,1485.38
2022년05월18일,2185.95,1967.33,1981.61,1489.18
2022년05월19일,2191.74,1972.11,1986.76,1493.57
2022년05월20일,2196.10,1977.39,1990.99,1497.51
2022년05월21일,2199.98,1982.53,1994.32,1501.74
2022년05월22일,2201.58,1985.07,1995.79,1503.84
2022년05월23일,2204.90,1988.77,1998.38,1506.28
2022년05월24일,2212.70,1994.77,2000.93,1509.35
2022년05월25일,2216.69,1998.59,2002.68,1511.94
2022년05월26일,2219.43,2001.53,2003.85,1514.37
2022년05월27일,2222.99,2004.55,2005.14,1516.57
2022년05월28일,2225.81,2007.62,2005.62,1519.67
2022년05월29일,2226.23,2008.76,2006.09,1521.08
2022년05월30일,2227.99,2010.45,2007.13,1522.68
2022년05월31일,2231.61,2012.69,2008.23,1524.97
2022년06월01일,2233.25,2015.37,2009.47,1527.24
2022년06월02일,2236.09,2017.79,2011.18,1529.50
2022년06월03일,2238.96,2020.84,2013.43,1531.77
2022년06월04일,2244.33,2026.21,2018.44,1536.01
2022년06월05일,2246.36,2029.29,2021.12,1538.67
2022년06월06일,2248.54,2032.04,2023.85,1541.27
2022년06월07일,2252.58,2035.74,2027.96,1544.80
2022년06월08일,2259.26,2042.04,2036.52,1551.81
2022년06월09일,2265.28,2048.47,2044.40,1558.67
2022년06월10일,2273.99,2056.79,2054.37,1565.61
2022년06월11일,2280.61,2064.59,2063.53,1573.25
2022년06월12일,2283.01,2068.60,2067.99,1577.10
2022년06월13일,2288.61,2074.30,2074.89,1582.52
2022년06월14일,2294.76,2081.98,2083.67,1591.51
2022년06월15일,2299.64,2087.61,2090.62,1600.04
2022년06월16일,2303.65,2092.20,2096.10,1607.09
2022년06월17일,2310.90,2098.45,2104.20,1615.45
2022년06월18일,2315.41,2104.63,2112.50,1622.42
2022년06월19일,2317.48,2107.53,2115.96,1627.12
2022년06월20일,2320.15,2111.28,2120.85,1632.33
2022년06월21일,2326.73,2116.35,2127.58,1639.08
2022년06월22일,2332.33,2120.14,2133.25,1645.71
2022년06월23일,2336.45,2123.61,2138.20,1651.12
2022년06월24일,2342.40,2126.71,2143.13,1655.96
2022년06월25일,2344.74,2129.47,2147.06,1660.70
2022년06월26일,2346.39,2131.16,2149.16,1663.66
2022년06월27일,2349.10,2133.80,2153.00,1667.29
2022년06월28일,2351.48,2137.30,2158.24,1672.61
2022년06월29일,2353.11,2141.09,2163.15,1677.03
2022년06월30일,2355.51,2144.90,2167.66,1680.32
2022년07월01일,2327.44,2128.84,2157.70,1683.93
2022년07월02일,2324.83,2124.75,2155.39,1686.71
2022년07월03일,2324.01,2123.33,2154.46,1687.78
2022년07월04일,2322.96,2120.58,2153.08,1689.74
2022년07월05일,2321.68,2117.18,2150.78,1691.13
2022년07월06일,2319.88,2113.85,2148.59,1692.30
2022년07월07일,2316.62,2108.96,2145.24,1693.65
2022년07월08일,2310.48,2102.49,2140.28,1694.50
2022년07월09일,2306.90,2097.77,2136.65,1694.94
2022년07월10일,2305.53,2095.64,2134.84,1695.35
2022년07월11일,2304.93,2090.82,2131.28,1696.28
2022년07월12일,2299.60,2082.10,2124.27,1695.09
2022년07월13일,2293.48,2073.11,2117.16,1693.58
2022년07월14일,2285.41,2061.81,2108.96,1692.76
2022년07월15일,2276.41,2049.04,2099.72,1691.57
2022년07월16일,2270.01,2038.83,2092.28,1690.19
2022년07월17일,2268.33,2034.36,2088.75,1689.78
2022년07월18일,2265.35,2026.25,2082.11,1689.72
2022년07월19일,2253.39,2013.01,2072.42,1687.99
2022년07월20일,2242.92,2002.16,2063.99,1686.50
2022년07월21일,2234.76,1989.93,2055.28,1684.73
2022년07월22일,2226.83,1977.25,2046.01,1683.77
2022년07월23일,2215.25,1964.60,2036.83,1682.27
2022년07월24일,2211.98,1959.42,2032.61,1681.06
2022년07월25일,2206.64,1948.86,2024.70,1679.99
2022년07월26일,2196.63,1936.63,2015.01,1678.32
2022년07월27일,2188.30,1926.81,2006.74,1676.44
2022년07월28일,2179.14,1916.88,1998.46,1675.04
2022년07월29일,2170.66,1907.31,1991.04,1673.43
2022년07월30일,2165.04,1900.44,1985.32,1671.64
2022년07월31일,2163.57,1897.27,1982.61,1670.73
2022년08월01일,2160.24,1889.82,1976.46,1670.28
2022년08월02일,2155.63,1881.75,1969.64,1668.51
2022년08월03일,2146.24,1874.05,1963.18,1666.70
2022년08월04일,2138.96,1866.41,1956.93,1664.99
2022년08월05일,2131.94,1859.17,1950.56,1663.48
2022년08월06일,2124.43,1852.00,1944.14,1661.11
2022년08월07일,2122.37,1848.83,1941.43,1660.03
2022년08월08일,2119.73,1842.61,1935.96,1658.66
2022년08월09일,2110.12,1834.04,1928.20,1656.06
2022년08월10일,2102.05,1825.12,1920.46,1653.65
2022년08월11일,2094.30,1815.48,1911.58,1651.02
2022년08월12일,2087.40,1805.86,1902.96,1648.07
2022년08월13일,2079.78,1797.86,1895.71,1645.54
2022년08월14일,2077.38,1794.06,1892.04,1644.04
2022년08월15일,2075.25,1789.04,1887.53,1642.26
2022년08월16일,2071.59,1781.36,1880.12,1639.68
2022년08월17일,2063.63,1771.95,1870.89,1635.15
2022년08월18일,2057.27,1764.38,1863.53,1631.67
2022년08월19일,2050.95,1757.86,1857.23,1628.19
2022년08월20일,2046.78,1753.37,1852.84,1625.18
2022년08월21일,2045.18,1751.21,1850.59,1623.73
2022년08월22일,2041.99,1746.84,1846.57,1621.63
2022년08월23일,2038.19,1742.37,1842.27,1619.39
2022년08월24일,2035.49,1739.85,1839.79,1617.61
2022년08월25일,2034.59,1738.54,1838.60,1615.53
2022년08월26일,2033.17,1737.77,1838.58,1614.97
2022년08월27일,2031.17,1738.00,1838.82,1615.99
2022년08월28일,2031.36,1738.06,1839.07,1616.41
2022년08월29일,2032.54,1738.53,1840.79,1616.73
2022년08월30일,2032.52,1740.46,1845.33,1619.88
2022년08월31일,2032.98,1741.71,1847.37,1621.05
2022년09월01일,2033.17,1742.51,1850.30,1622.56
2022년09월02일,2032.51,1742.01,1850.70,1622.94
2022년09월03일,2030.60,1741.46,1850.67,1623.43
2022년09월04일,2031.59,1741.41,1850.76,1623.35
2022년09월05일,2032.85,1741.49,1851.27,1623.70
2022년09월06일,2032.40,1741.42,1851.76,1623.68
2022년09월07일,2031.53,1740.99,1852.57,1624.42
2022년09월08일,2030.33,1740.61,1853.89,1624.55
2022년09월09일,2028.11,1740.42,1854.92,1624.49
2022년09월10일,2026.69,1740.44,1855.39,1624.57
2022년09월11일,2026.31,1740.46,1855.82,1624.58
2022년09월12일,2027.06,1740.15,1856.09,1624.40
2022년09월13일,2026.87,1740.54,1857.38,1624.09
2022년09월14일,2025.91,1740.38,1858.63,1623.99
2022년09월15일,2025.44,1740.34,1860.41,1624.02
2022년09월16일,2024.43,1739.33,1860.74,1623.93
2022년09월17일,2021.46,1737.72,1859.89,1623.84
2022년09월18일,2021.20,1736.95,1859.21,1623.79
2022년09월19일,2021.26,1735.73,1858.61,1623.32
2022년09월20일,2018.87,1731.92,1855.12,1621.43
2022년09월21일,2014.17,1728.37,1852.35,1619.98
2022년09월22일,2009.60,1724.95,1849.76,1618.06
2022년09월23일,2006.07,1721.16,1847.31,1616.65
2022년09월24일,2000.62,1717.19,1844.45,1615.40
2022년09월25일,1999.46,1715.25,1843.21,1614.71
2022년09월26일,1997.82,1711.53,1841.00,1613.44
2022년09월27일,1992.78,1705.43,1836.98,1611.71
2022년09월28일,1985.71,1698.78,1832.33,1609.49
2022년09월29일,1980.76,1693.28,1828.79,1607.45
2022년09월30일,1975.55,1688.30,1826.08,1605.18
2022년10월01일,1970.44,1682.04,1822.01,1602.59
2022년10월02일,1969.24,1679.84,1820.55,1601.09
2022년10월03일,1969.57,1677.55,1820.83,1600.47
2022년10월04일,1967.50,1674.38,1817.56,1599.28
2022년10월05일,1963.90,1670.62,1815.63,1597.53
2022년10월06일,1960.07,1667.41,1814.62,1595.92
2022년10월07일,1957.46,1665.76,1814.91,1596.80
2022년10월08일,1955.75,1665.86,1818.57,1594.37
2022년10월09일,1955.99,1666.13,1819.99,1594.11
2022년10월10일,1956.76,1666.45,1821.74,1593.97
2022년10월11일,1957.15,1666.75,1824.45,1594.24
2022년10월12일,1956.83,1666.94,1828.00,1594.99
2022년10월13일,1955.80,1666.38,1829.54,1595.33
2022년10월14일,1955.22,1666.05,1831.43,1596.17
2022년10월15일,1954.53,1665.73,1833.69,1596.29
2022년10월16일,1954.68,1665.72,1834.59,1596.02
2022년10월17일,1955.53,1665.72,1836.93,1596.23
2022년10월18일,1955.72,1665.76,1840.19,1596.95
2022년10월19일,1954.13,1665.55,1842.90,1597.38
2022년10월20일,1952.86,1665.21,1845.50,1597.99
2022년10월21일,1951.99,1664.67,1848.77,1598.84
2022년10월22일,1950.24,1664.21,1851.64,1599.74
2022년10월23일,1949.83,1664.02,1852.77,1599.68
2022년10월24일,1950.71,1664.11,1855.46,1599.86
2022년10월25일,1950.07,1663.71,1857.96,1600.04
2022년10월26일,1948.82,1663.17,1860.07,1600.31
2022년10월27일,1948.56,1662.31,1862.40,1600.14
2022년10월28일,1947.93,1661.71,1864.82,1600.90
2022년10월29일,1946.17,1661.04,1866.42,1601.69
2022년10월30일,1945.75,1660.71,1867.15,1601.54
2022년10월31일,1947.01,1660.70,1869.29,1601.52
2022년11월01일,1945.99,1659.88,1872.05,1601.86
2022년11월02일,1944.18,1659.38,1874.01,1602.02
2022년11월03일,1943.64,1658.83,1875.90,1602.00
2022년11월04일,1943.05,1658.32,1877.64,1602.76
2022년11월05일,1941.61,1658.37,1879.39,1603.24
2022년11월06일,1941.61,1658.55,1880.35,1603.20
2022년11월07일,1942.36,1659.06,1882.50,1603.32
2022년11월08일,1943.60,1659.71,1884.76,1603.90
2022년11월09일,1944.07,1660.32,1886.64,1603.97
2022년11월10일,1943.09,1660.34,1888.00,1604.43
2022년11월11일,1942.76,1660.10,1888.77,1604.87
2022년11월12일,1941.56,1659.78,1888.93,1605.23
2022년11월13일,1941.60,1659.71,1888.94,1605.08
2022년11월14일,1942.46,1659.64,1889.59,1604.98
2022년11월15일,1942.22,1659.03,1889.11,1604.79
2022년11월16일,1941.42,1658.13,1888.55,1604.89
2022년11월17일,1941.50,1656.78,1887.80,1604.74
2022년11월18일,1938.66,1654.03,1885.62,1603.88
2022년11월19일,1935.13,1651.56,1883.82,1602.76
2022년11월20일,1934.84,1650.45,1882.96,1602.31
2022년11월21일,1934.21,1648.35,1881.58,1601.57
2022년11월22일,1932.01,1644.75,1878.67,1600.81
2022년11월23일,1929.17,1641.01,1875.66,1599.83
2022년11월24일,1925.76,1637.77,1872.86,1598.91
2022년11월25일,1923.41,1634.66,1870.27,1598.03
2022년11월26일,1920.41,1632.12,1867.75,1597.07
2022년11월27일,1919.54,1630.83,1866.63,1596.67
2022년11월28일,1920.12,1628.36,1864.46,1596.03
2022년11월29일,1918.55,1625.83,1861.70,1594.54
2022년11월30일,1918.09,1623.90,1859.63,1593.33
2022년12월01일,1918.46,1622.12,1857.47,1592.35
2022년12월02일,1916.65,1620.84,1855.96,1591.50
2022년12월03일,1915.90,1619.61,1854.52,1590.66
2022년12월04일,1915.58,1618.48,1853.31,1590.17
2022년12월05일,1914.24,1615.99,1850.98,1589.02
2022년12월06일,1911.24,1612.26,1847.19,1587.26
2022년12월07일,1908.44,1607.58,1842.17,1584.77
2022년12월08일,1904.31,1601.20,1835.07,1581.86
2022년12월09일,1896.99,1593.80,1827.11,1578.44
2022년12월10일,1891.17,1586.79,1818.45,1573.47
2022년12월11일,1889.31,1583.59,1814.71,1571.54
2022년12월12일,1883.22,1576.99,1807.38,1567.99
2022년12월13일,1872.56,1567.85,1796.67,1562.47
2022년12월14일,1864.98,1561.08,1787.99,1557.31
2022년12월15일,1858.79,1554.87,1779.25,1552.73
2022년12월16일,1854.41,1549.40,1771.37,1547.97
2022년12월17일,1848.14,1545.18,1764.37,1543.82
2022년12월18일,1846.57,1543.39,1761.56,1542.13
2022년12월19일,1845.68,1540.27,1756.43,1539.29
2022년12월20일,1841.24,1536.77,1751.89,1535.56
2022년12월21일,1837.49,1534.17,1745.51,1532.72
2022년12월22일,1834.38,1531.87,1741.37,1530.11
2022년12월23일,1832.20,1530.29,1738.09,1527.65
2022년12월24일,1830.78,1529.34,1735.31,1525.52
2022년12월25일,1830.19,1528.58,1733.82,1524.67
2022년12월26일,1829.38,1527.32,1731.44,1522.79
2022년12월27일,1828.79,1526.31,1728.14,1520.45
2022년12월28일,1827.85,1526.05,1725.84,1518.78
2022년12월29일,1827.17,1526.34,1724.28,1517.69
2022년12월30일,1826.98,1527.57,1722.77,1516.64
2022년12월31일,1827.74,1530.70,1721.76,1515.72
2023년01월01일,1834.63,1541.67,1720.97,1514.52
2023년01월02일,1847.27,1550.17,1720.21,1513.57
2023년01월03일,1850.73,1555.82,1719.06,1513.02
2023년01월04일,1852.78,1558.81,1717.13,1512.02
2023년01월05일,1861.23,1561.29,1713.57,1510.57
2023년01월06일,1861.42,1561.45,1710.43,1508.92
2023년01월07일,1860.85,1561.87,1704.48,1507.65
2023년01월08일,1865.79,1562.86,1702.48,1507.06
2023년01월09일,1866.31,1563.17,1698.52,1505.89
2023년01월10일,1864.07,1562.41,1692.23,1503.42
2023년01월11일,1861.55,1561.36,1685.25,1500.99
2023년01월12일,1857.36,1560.23,1679.22,1499.11
2023년01월13일,1854.23,1559.72,1674.32,1497.01
2023년01월14일,1851.23,1559.31,1670.38,1494.97
2023년01월15일,1850.77,1559.37,1668.62,1494.21
2023년01월16일,1851.40,1559.83,1666.13,1492.74
2023년01월17일,1850.62,1560.00,1662.31,1491.14
2023년01월18일,1849.25,1560.40,1659.03,1488.97
2023년01월19일,1848.82,1561.19,1656.83,1487.58
2023년01월20일,1848.19,1562.93,1654.96,1486.28
2023년01월21일,1846.78,1564.54,1653.45,1485.86
2023년01월22일,1847.24,1565.65,1653.11,1485.34
2023년01월23일,1847.80,1566.33,1652.69,1485.23
2023년01월24일,1847.55,1567.01,1652.10,1484.58
2023년01월25일,1849.77,1568.09,1651.76,1484.65
2023년01월26일,1849.80,1569.67,1651.15,1484.13
2023년01월27일,1850.99,1571.20,1650.52,1483.52
2023년01월28일,1850.46,1572.25,1649.66,1482.60
2023년01월29일,1850.32,1572.77,1649.10,1482.62
2023년01월30일,1851.65,1574.35,1649.16,1482.19
2023년01월31일,1853.08,1575.41,1648.44,1481.86
2023년02월01일,1854.30,1577.03,1646.96,1481.32
2023년02월02일,1855.83,1578.42,1645.14,1480.22
2023년02월03일,1856.46,1579.34,1643.39,1479.75
2023년02월04일,1856.02,1579.56,1641.23,1479.31
2023년02월05일,1856.20,1579.58,1639.92,1478.80
2023년02월06일,1857.37,1579.69,1638.06,1478.01
2023년02월07일,1856.03,1578.96,1633.74,1476.88
2023년02월08일,1854.22,1577.74,1628.41,1474.95
